"Participant","Age","Gender","Lote","Proficiency","Age_Englsh","Age_Lote","Item.number","Type","Value","Lexicalization","Bias","Order","Group","Context"
62,21,"Female","Spanish","They're about the same.","4","4",10,"experiment",70,100.5,"Good","Filler","F","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
62,21,"Female","Spanish","They're about the same.","4","4",11,"experiment",0,1,"Rep","U","F","Maria was playing ball on the sidewalk.  Her mischievous older brother%2C Alex%2C came by and knocked her down.  She then got up.  Soon%2C Alex came jogging around the corner a second time."
62,21,"Female","Spanish","They're about the same.","4","4",12,"experiment",86,101,"Bad","Filler","F","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
62,21,"Female","Spanish","They're about the same.","4","4",13,"experiment",96,2,"Rep","VPO","F","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Edna glued it back on%2C but a week later her cat broke the handle. "
62,21,"Female","Spanish","They're about the same.","4","4",14,"experiment",99,101.5,"Good","Filler","F","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
62,21,"Female","Spanish","They're about the same.","4","4",15,"experiment",97,3,"Rep","VOP","F","Amy got a doll for her birthday.  The package contained a little purple hat%2C which Amy loved.  She immediately put it on the doll.    While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
62,21,"Female","Spanish","They're about the same.","4","4",16,"experiment",0,102,"Bad","Filler","F","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
62,21,"Female","Spanish","They're about the same.","4","4",17,"experiment",0,4,"Res","U","F","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter. "
62,21,"Female","Spanish","They're about the same.","4","4",18,"experiment",99,102.5,"Good","Filler","F","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
62,21,"Female","Spanish","They're about the same.","4","4",19,"experiment",94,5,"Res","VPO","F","Tammy's dad bought a new blender.  Tammy%2C who loved mechanical things%2C discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces."
62,21,"Female","Spanish","They're about the same.","4","4",20,"experiment",99,103,"Bad","Filler","F","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
62,21,"Female","Spanish","They're about the same.","4","4",21,"experiment",99,6,"Res","VOP","F","Oscar bought his kitten a stuffed animal to play with.  The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the shredded toy."
62,21,"Female","Spanish","They're about the same.","4","4",22,"experiment",99,103.5,"Good","Filler","F","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
62,21,"Female","Spanish","They're about the same.","4","4",23,"experiment",0,7,"Rep","U","F","Marlon arrived at the swimming pool. As he was taking off his shoes%2C the neighborhood bully came by and pushed him in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as got out though%2C the bully came by a second time. "
62,21,"Female","Spanish","They're about the same.","4","4",24,"experiment",0,104,"Bad","Filler","F","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
62,21,"Female","Spanish","They're about the same.","4","4",25,"experiment",59,8,"Rep","VPO","F","Carol bought a Christmas tree and put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
62,21,"Female","Spanish","They're about the same.","4","4",26,"experiment",96,104.5,"Good","Filler","F","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
62,21,"Female","Spanish","They're about the same.","4","4",27,"experiment",99,9,"Rep","VOP","F","One day%2C a stray cat Gloria had never seen before began meowing outside her door. Gloria opened the door and brought it in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
62,21,"Female","Spanish","They're about the same.","4","4",28,"experiment",99,105,"Bad","Filler","F","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
62,21,"Female","Spanish","They're about the same.","4","4",29,"experiment",0,10,"Res","U","F","Mandy bought a brand new bicycle that came with a bell on the handlebar.  One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
62,21,"Female","Spanish","They're about the same.","4","4",30,"experiment",99,105.5,"Good","Filler","F","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
62,21,"Female","Spanish","They're about the same.","4","4",31,"experiment",99,11,"Res","VPO","F","Doug took his canoe out for a trip around his favorite lake.   All of a sudden%2C a young duck crash landed inside his canoe%2C having apparently just gotten tangled in a power line above.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell into the water.  Doug decided to take the duck to the park ranger station."
62,21,"Female","Spanish","They're about the same.","4","4",32,"experiment",46,106,"Bad","Filler","F","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
62,21,"Female","Spanish","They're about the same.","4","4",33,"experiment",99,12,"Res","VOP","F","Martha bought a jar of Nutella.  That afternoon%2C her brother opened it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
62,21,"Female","Spanish","They're about the same.","4","4",34,"experiment",98,106.5,"Good","Filler","F","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
62,21,"Female","Spanish","They're about the same.","4","4",35,"experiment",0,13,"Rep","U","F","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Just then%2C an opposing player put a shoulder into Ellen%2C knocking her down and causing her to lose the ball.  She got up to recover the ball%2C but the same player put a shoulder into her a second time."
62,21,"Female","Spanish","They're about the same.","4","4",36,"experiment",97,107,"Bad","Filler","F","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
62,21,"Female","Spanish","They're about the same.","4","4",37,"experiment",99,14,"Rep","VPO","F","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin%2C and filled it up with a garden hose.   Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
62,21,"Female","Spanish","They're about the same.","4","4",38,"experiment",99,107.5,"Good","Filler","F","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
62,21,"Female","Spanish","They're about the same.","4","4",39,"experiment",99,15,"Rep","VOP","F","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C in a ceremony at her lab%2C Dr Arroyo walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
62,21,"Female","Spanish","They're about the same.","4","4",40,"experiment",99,108,"Bad","Filler","F","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
62,21,"Female","Spanish","They're about the same.","4","4",41,"experiment",0,16,"Res","U","F","In the attic%2C Carl discovered an old photo of his grandmother.  He put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
62,21,"Female","Spanish","They're about the same.","4","4",42,"experiment",99,108.5,"Good","Filler","F","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
62,21,"Female","Spanish","They're about the same.","4","4",43,"experiment",99,17,"Res","VPO","F","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass.  Her dad put it in a bucket on the dock.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked over to the bucket."
